asset_id,address,x,y,asset_type,insured_value_dkk
A-200837,Kirkevej 104,568858.88,6341628.26,residential,10013000
A-213248,Strandvej 5,676968.14,6170659.78,public,2133000
A-214418,Engvej 7,491700.98,6120059.70,residential,26527000
A-203783,Noerregade 149,664435.09,6155769.98,public,39933000
A-202769,Strandvej 52,565811.16,6250253.80,residential,21007000
A-214139,Strandvej 93,577638.00,6243994.87,commercial,21715000
A-211508,Egevej 93,696679.33,6164406.81,residential,9125000
A-208964,Noerregade 95,728202.15,6167837.39,residential,29529000
A-211841,Strandvej 93,728541.82,6167261.42,residential,19284000
A-209195,Noerregade 166,712236.32,6169520.29,industrial,27891000
A-200000,Lindevej 33,687905.56,6156758.07,residential,1084000
A-207548,Havnegade 113,560939.47,6330294.24,residential,10781000
A-208163,Soendergade 148,586676.38,6218757.10,residential,29360000
A-200852,Lindevej 44,641979.34,6178889.44,residential,3163000
A-205157,Noerregade 240,717115.55,6168358.80,residential,7045000
A-210476,Strandvej 203,537047.18,6257443.73,public,8497000
A-213824,Moellevej 130,642145.28,6133103.85,public,12800000
A-213116,Aavej 17,710415.98,6176922.70,agricultural,4507000
A-200795,Engvej 109,595667.59,6162118.00,residential,41449000
A-213806,Noerregade 80,482085.92,6186329.74,residential,34890000
A-212744,Birkevej 228,539990.08,6265042.61,commercial,26358000
A-202181,Bakkevej 235,497465.64,6192076.90,commercial,724000
A-210524,Birkevej 90,710279.25,6213276.07,agricultural,25298000
A-214829,Engvej 190,534377.61,6287916.39,residential,37439000
A-211685,Soendergade 102,656968.01,6199703.03,residential,20129000
A-200531,Toftevej 72,697887.09,6209848.87,commercial,38953000
A-210947,Toftevej 72,572241.83,6193376.54,residential,16691000
A-207146,Lindevej 185,546581.65,6217289.64,residential,31295000
A-214499,Lindevej 116,707416.06,6210029.49,residential,33122000
A-208151,Aavej 173,598274.38,6098873.03,commercial,11092000
A-210539,Strandvej 238,574555.18,6207375.93,public,31502000
A-203753,Vestergade 214,543207.58,6228182.54,commercial,24542000
A-211394,Aavej 33,569824.48,6331660.78,residential,32466000
A-200996,Soendergade 115,552100.90,6160010.25,public,33982000
A-206195,Soendergade 207,695289.62,6116840.32,industrial,27035000
A-202079,Egevej 226,604507.10,6097615.00,residential,29593000
A-212621,Bakkevej 172,710681.41,6165301.12,residential,13318000
A-203468,Skovvej 212,645160.17,6127697.42,industrial,3842000
A-211325,Soendergade 180,582202.01,6235636.75,residential,17514000
A-206159,Noerregade 68,573630.24,6109385.77,residential,27899000
A-210521,Havnegade 204,522836.28,6191727.55,public,32219000
A-212981,Toftevej 195,602995.56,6123597.60,agricultural,13895000
A-203258,Moellevej 1,550001.55,6099062.69,residential,26448000
A-202820,Strandvej 170,578287.62,6157600.93,industrial,30963000
A-209681,Havnegade 142,554091.34,6332095.88,residential,11478000
A-202625,Birkevej 173,705299.16,6201388.07,residential,21651000
A-211274,Stationsvej 145,678873.49,6160153.68,residential,7320000
A-211673,Skovvej 178,687149.78,6125821.14,industrial,23114000
A-201689,Noerregade 71,600042.40,6131690.46,residential,20657000
A-204983,Lindevej 64,539763.78,6237485.90,commercial,38771000
A-201185,Kirkevej 81,699129.21,6188802.64,commercial,37334000
A-208139,Bakkevej 2,649232.64,6194157.88,residential,10465000
A-203543,Birkevej 211,491498.14,6285539.19,industrial,477000
A-201020,Skovvej 230,584778.05,6206445.09,industrial,27937000
A-208097,Soendergade 91,710485.13,6196271.17,agricultural,15209000
A-205139,Stationsvej 189,671368.13,6174492.54,public,16957000
A-210488,Noerregade 71,584769.10,6156717.30,public,3152000
A-210719,Bakkevej 209,689044.52,6173708.92,industrial,12007000
A-211613,Aavej 81,637451.87,6160532.39,agricultural,23257000
A-205598,Moellevej 186,547936.02,6155683.78,residential,3546000
A-200084,Moellevej 144,612134.92,6119499.17,residential,17762000
A-203972,Aavej 217,551971.41,6315756.32,residential,3260000
A-203516,Skovvej 177,519712.08,6356282.82,industrial,36465000
A-208385,Strandvej 105,690159.36,6177231.35,industrial,23115000
A-210899,Noerregade 132,522592.86,6250928.25,agricultural,31896000
A-201803,Havnegade 99,705574.55,6215807.40,commercial,1826000
A-204461,Soendergade 233,720707.12,6185330.17,residential,28195000
A-204572,Birkevej 98,702179.65,6170174.25,residential,2918000
A-212951,Skovvej 35,579660.21,6363917.15,agricultural,4469000
A-209090,Egevej 41,710560.81,6216122.11,residential,23059000
A-214367,Vestergade 101,711237.50,6166064.56,public,7643000
A-200909,Engvej 169,634121.05,6127433.06,agricultural,4763000
A-214877,Bakkevej 89,540027.91,6163041.37,commercial,36936000
A-207167,Kirkevej 19,555609.65,6162454.16,residential,21563000
A-214583,Moellevej 100,714899.28,6178106.86,commercial,4758000
A-205361,Havnegade 167,568307.46,6197525.41,agricultural,14839000
A-202781,Engvej 182,674071.49,6156705.65,agricultural,10765000
A-205961,Toftevej 225,514621.31,6293026.23,industrial,8794000
A-214913,Soendergade 34,682980.19,6201132.31,residential,36829000
A-209117,Vestergade 197,565057.12,6216997.31,public,20615000
A-203072,Stationsvej 95,566840.52,6249708.67,residential,10231000
A-212324,Engvej 207,537987.25,6242535.35,residential,6206000
A-214385,Birkevej 80,602424.67,6152822.24,public,30798000
A-211892,Noerregade 35,591238.03,6318317.19,residential,23005000
A-202721,Engvej 89,579041.92,6352142.28,residential,31053000
A-204803,Moellevej 29,636919.67,6149934.85,public,27292000
A-203774,Noerregade 119,703943.25,6187403.02,residential,30453000
A-209660,Aavej 94,700085.98,6181210.99,residential,9110000
A-200171,Skovvej 181,581696.89,6235080.85,commercial,38762000
A-201317,Toftevej 227,540161.10,6243959.20,residential,14150000
A-205172,Engvej 129,728814.15,6187951.21,public,38086000
A-208403,Engvej 202,578005.98,6212710.00,residential,31644000
A-209006,Soendergade 191,592611.08,6144696.87,commercial,11267000
A-205337,Toftevej 52,486889.54,6190137.52,residential,15865000
A-202685,Aavej 57,645852.94,6117029.87,residential,30691000
A-212966,Bakkevej 99,532079.51,6200605.21,residential,31356000
A-212045,Vestergade 149,670192.39,6118959.88,residential,16602000
A-204248,Noerregade 237,723203.15,6174967.45,residential,18761000
A-202295,Lindevej 18,567034.89,6206813.16,residential,14785000
A-205049,Kirkevej 149,714613.51,6201531.59,industrial,14778000
A-203861,Birkevej 77,694133.10,6203499.35,industrial,30608000
A-203978,Engvej 13,714976.26,6186336.08,residential,31553000
A-203018,Aavej 92,557426.00,6232257.76,public,27242000
A-205451,Toftevej 185,704970.57,6170271.43,residential,35834000
A-212417,Noerregade 11,681243.58,6182783.88,residential,41219000
A-207059,Egevej 138,482703.72,6113885.24,residential,4694000
A-207929,Soendergade 112,569199.71,6120871.32,residential,14367000
A-202673,Kirkevej 99,588467.35,6148754.89,public,7109000
A-209324,Soendergade 237,719853.81,6197764.06,residential,9609000
A-213950,Strandvej 1,538944.55,6243557.80,industrial,16626000
A-210605,Kirkevej 6,577640.52,6383244.83,public,3158000
A-206894,Kirkevej 175,552074.54,6205702.80,agricultural,12616000
A-212804,Moellevej 50,721305.59,6189298.00,residential,30560000
A-214898,Birkevej 22,509239.16,6259268.24,commercial,3935000
A-200717,Bakkevej 158,572207.17,6268595.05,agricultural,27996000
A-210566,Birkevej 59,704599.99,6194705.00,residential,8703000
A-212315,Lindevej 87,607584.50,6136105.61,agricultural,24405000
A-210410,Strandvej 65,722346.88,6208819.62,residential,9117000
A-213512,Havnegade 152,528084.39,6333868.80,industrial,6155000
A-210737,Noerregade 20,722649.16,6176322.30,residential,11060000
A-211109,Toftevej 227,553830.38,6128292.78,residential,18160000
A-212144,Noerregade 208,539046.85,6101196.38,residential,13621000
A-201200,Engvej 208,593435.28,6157280.24,residential,16965000
A-204506,Lindevej 71,685360.38,6167492.26,residential,19363000
A-204737,Egevej 39,582548.58,6252805.29,public,27981000
A-206417,Noerregade 93,479783.49,6244663.79,agricultural,27678000
A-207584,Engvej 219,514310.61,6191261.07,residential,3798000
A-208112,Bakkevej 103,580639.92,6271626.54,commercial,41681000
A-208595,Egevej 228,698207.76,6175394.26,agricultural,955000
A-213494,Kirkevej 143,492368.04,6081719.53,commercial,40771000
A-214001,Moellevej 130,703318.34,6165400.97,industrial,3354000
A-210461,Strandvej 132,476021.63,6131465.16,residential,25526000
A-206702,Noerregade 207,529812.28,6153309.47,commercial,21429000
A-200120,Soendergade 95,509099.51,6201008.03,industrial,32586000
A-205622,Egevej 63,717495.32,6171023.28,industrial,8813000
A-204899,Havnegade 7,711689.49,6166367.38,agricultural,19731000
A-210428,Egevej 184,695640.20,6123792.73,residential,38162000
A-204215,Birkevej 189,710572.04,6196535.79,industrial,1937000
A-211316,Egevej 178,680335.90,6142964.68,public,20346000
A-203249,Bakkevej 15,705617.94,6204126.89,commercial,14008000
A-200807,Birkevej 50,705912.96,6165802.07,commercial,5426000
A-200297,Soendergade 36,718016.40,6166295.98,industrial,29624000
A-202043,Soendergade 29,703908.79,6179333.40,residential,15261000
A-212372,Toftevej 184,707975.75,6199193.49,residential,26958000
A-207023,Noerregade 73,523029.00,6304521.39,residential,4791000
A-207713,Bakkevej 138,666893.72,6127991.51,residential,25368000
A-213314,Vestergade 113,700810.34,6175047.04,commercial,10379000
A-202526,Bakkevej 81,688704.93,6160589.98,residential,39977000
A-207485,Engvej 233,698581.17,6198507.97,residential,21759000
A-208130,Aavej 54,495067.44,6209921.72,residential,840000
A-211085,Toftevej 185,541757.60,6206556.57,residential,4994000
A-203069,Toftevej 37,702651.49,6199527.81,residential,27976000
A-208526,Kirkevej 112,552653.34,6249909.97,residential,15094000
A-204512,Birkevej 80,726986.63,6180982.57,agricultural,33430000
A-202523,Lindevej 45,694358.88,6129215.47,public,7674000
A-211307,Skovvej 77,575542.05,6161895.70,residential,23975000
A-211064,Stationsvej 54,654519.31,6119527.95,residential,26455000
A-201983,Egevej 131,575063.81,6251956.73,public,16565000
A-201215,Toftevej 151,497758.35,6150363.28,residential,19513000
A-206384,Lindevej 87,702794.96,6122432.43,residential,23096000
A-210200,Toftevej 169,584151.79,6228384.21,commercial,12815000
A-206084,Strandvej 80,726927.97,6204150.25,residential,31247000
A-202847,Noerregade 130,583232.06,6334309.52,residential,35279000
A-213212,Havnegade 138,696281.33,6137605.42,residential,29333000
A-210149,Vestergade 107,707586.92,6202122.79,residential,25695000
A-212390,Engvej 92,531043.48,6268636.86,industrial,37828000
A-201830,Skovvej 212,553102.37,6125798.66,public,4603000
A-203834,Vestergade 51,634858.36,6168803.09,residential,6313000
A-214463,Vestergade 221,725050.35,6196779.46,agricultural,30083000
A-205883,Aavej 178,715519.71,6174729.51,commercial,32396000
A-202670,Moellevej 6,550730.84,6239405.15,residential,6445000
A-203996,Moellevej 84,723674.53,6167092.60,residential,23263000
A-213986,Stationsvej 158,721933.63,6178601.76,industrial,30630000
A-213032,Stationsvej 56,718115.75,6198601.91,residential,41568000
A-207689,Moellevej 221,702684.57,6212676.28,agricultural,10982000
A-210692,Birkevej 40,713391.10,6177038.13,residential,16815000
A-204962,Strandvej 141,704734.29,6201597.90,commercial,6435000
A-205916,Toftevej 48,701560.82,6191181.84,residential,41580000
A-207986,Lindevej 32,543070.62,6103803.22,residential,9074000
A-206786,Strandvej 133,568844.68,6150448.19,residential,18653000
A-203210,Skovvej 199,634175.52,6119577.85,commercial,30268000
A-208577,Kirkevej 36,549887.53,6212046.99,agricultural,34688000
A-202547,Strandvej 198,482514.86,6099795.08,commercial,11325000
A-203840,Lindevej 191,498795.04,6200067.60,industrial,5140000
A-212249,Strandvej 27,703404.09,6177153.46,residential,3928000
A-211244,Aavej 72,672379.09,6128154.44,commercial,17896000
A-208181,Egevej 145,515497.30,6302784.46,residential,24072000
A-205055,Birkevej 73,693559.12,6179469.89,residential,27706000
A-206168,Toftevej 199,726315.65,6215725.05,industrial,18586000
A-210137,Soendergade 73,707458.64,6189480.88,industrial,8846000
A-214847,Egevej 163,711250.02,6176184.26,commercial,25674000
A-204989,Vestergade 38,566386.24,6239592.32,residential,15014000
A-204164,Noerregade 81,481415.85,6140032.27,industrial,19463000
A-201752,Birkevej 176,585625.56,6225237.06,public,37056000
A-203213,Moellevej 41,584418.67,6206725.65,agricultural,7019000
A-202172,Skovvej 135,551800.48,6122639.21,industrial,38792000
A-207230,Moellevej 177,489316.37,6274467.32,public,25393000
A-206807,Birkevej 206,570486.41,6260944.29,commercial,13585000
A-206267,Havnegade 100,552424.12,6224108.37,agricultural,13927000
A-214970,Moellevej 17,568066.85,6253001.94,public,16799000
A-210350,Stationsvej 65,480206.95,6190614.07,public,37903000
A-209408,Havnegade 9,486107.60,6117493.25,industrial,28386000
A-206834,Birkevej 173,550675.31,6095037.09,commercial,2726000
A-200933,Vestergade 187,714900.59,6175119.54,industrial,24680000
A-207962,Havnegade 212,607795.81,6148517.56,commercial,31766000
A-213221,Havnegade 157,711202.69,6169458.84,commercial,779000
A-208406,Stationsvej 206,556622.91,6312680.25,industrial,38491000
A-203549,Stationsvej 140,554766.15,6265235.21,residential,11675000
A-213533,Toftevej 154,668853.19,6157683.80,industrial,14015000
A-202361,Egevej 180,583100.61,6209973.32,agricultural,19344000
A-203084,Strandvej 66,558449.84,6104148.44,residential,29548000
A-200594,Havnegade 6,584706.80,6230436.40,industrial,25933000
A-207527,Birkevej 193,552392.98,6243248.92,residential,6221000
A-204779,Strandvej 157,702622.41,6180407.78,commercial,28536000
A-212858,Birkevej 124,704719.80,6214195.25,residential,28742000
A-209465,Birkevej 21,708591.79,6181376.01,residential,33146000
A-209672,Engvej 107,548220.81,6261433.35,residential,36558000
A-211868,Noerregade 175,653919.24,6114367.83,industrial,30986000
A-210023,Lindevej 219,686203.38,6199813.84,public,5900000
A-213626,Havnegade 19,712673.07,6205440.87,residential,17209000
A-201935,Engvej 150,564641.96,6155314.53,residential,4488000
A-213476,Noerregade 94,659759.47,6123564.88,residential,16513000
A-207632,Engvej 142,723727.24,6205384.38,residential,9358000
A-212255,Egevej 173,711235.08,6179407.07,residential,35750000
A-206468,Bakkevej 36,566056.98,6156453.86,residential,3936000
A-205175,Engvej 231,512405.50,6341250.99,commercial,29963000
A-212018,Strandvej 26,546632.95,6239818.94,residential,13020000
A-210767,Noerregade 198,656615.40,6125928.01,public,31969000
A-214682,Soendergade 37,716623.19,6204020.98,residential,37598000
A-214628,Lindevej 193,552647.03,6223152.76,residential,5045000
A-203708,Vestergade 156,540474.61,6235378.22,commercial,6903000
A-205529,Noerregade 57,554347.79,6265194.22,commercial,2199000
A-200693,Strandvej 76,589123.74,6099389.53,residential,8879000
A-202631,Aavej 208,550345.43,6152106.04,commercial,27718000
A-213242,Bakkevej 141,525338.35,6349180.54,public,39529000
A-207482,Kirkevej 118,501097.34,6304518.14,residential,39801000
A-213008,Soendergade 193,538683.35,6084091.12,commercial,16856000
A-204593,Egevej 137,525874.14,6216463.62,residential,14324000
A-210662,Strandvej 156,552175.43,6194961.64,residential,30727000
A-203759,Toftevej 238,615123.68,6098660.74,residential,40393000
A-208199,Toftevej 218,712319.80,6176762.62,public,22629000
A-209786,Strandvej 108,724625.31,6165519.18,public,20048000
A-201452,Bakkevej 133,688901.52,6130706.36,residential,15486000
A-211190,Soendergade 73,728395.13,6183537.13,commercial,40811000
A-200111,Birkevej 203,702969.54,6207634.75,residential,23215000
A-202925,Vestergade 56,707503.54,6199360.71,residential,24550000
A-208463,Lindevej 57,700839.72,6191175.03,public,14531000
A-214649,Engvej 193,583686.95,6242183.28,industrial,3654000
A-212537,Skovvej 112,664404.07,6192642.61,agricultural,10678000
A-205238,Engvej 62,724013.38,6193710.01,residential,14083000
A-203969,Stationsvej 180,700920.33,6200589.19,commercial,37575000
A-200225,Havnegade 220,729441.54,6173365.06,commercial,38369000
A-203165,Vestergade 18,699852.11,6173024.67,residential,26985000
A-212582,Havnegade 163,477848.36,6228515.49,public,36815000
A-201446,Egevej 3,721987.90,6204010.02,residential,21942000
A-200927,Moellevej 65,710018.22,6191480.59,residential,28807000
A-204104,Havnegade 34,495955.93,6103136.84,agricultural,9952000
A-212579,Kirkevej 240,706250.63,6189426.91,public,27348000
A-207443,Strandvej 207,718200.18,6168343.89,commercial,1761000
A-207368,Lindevej 227,509763.94,6250492.78,residential,1493000
A-206909,Engvej 168,661594.81,6150685.11,commercial,24584000
A-207002,Stationsvej 214,566199.33,6254258.90,residential,2616000
A-200483,Skovvej 157,700496.31,6203418.91,agricultural,12903000
A-201476,Toftevej 41,700294.86,6194425.47,industrial,3814000
A-210134,Aavej 12,594384.76,6133103.44,public,38593000
A-202208,Birkevej 16,567022.40,6229604.79,agricultural,9967000
A-212771,Birkevej 221,545898.44,6269028.89,public,41927000
A-208262,Engvej 24,697789.09,6182246.76,residential,764000
A-211439,Havnegade 30,528342.04,6312565.85,commercial,22518000
A-205319,Lindevej 235,542739.99,6290639.83,residential,31373000
A-204287,Moellevej 184,633520.39,6160291.57,residential,3929000
A-213761,Kirkevej 73,562537.42,6340474.63,public,7953000
A-206402,Havnegade 160,577230.70,6265820.88,residential,24160000
A-211601,Havnegade 35,554180.31,6246495.62,residential,38662000
A-206027,Bakkevej 110,706497.67,6155507.66,residential,28074000
A-207119,Soendergade 198,556646.08,6245492.69,industrial,9570000
A-211811,Skovvej 33,570171.29,6361569.11,commercial,31263000
A-211679,Engvej 188,573510.14,6166305.00,industrial,25956000
A-202199,Havnegade 36,538245.47,6247403.85,residential,41794000
A-214856,Aavej 12,653932.63,6159865.51,agricultural,25698000
A-209819,Moellevej 84,545546.44,6236662.90,commercial,13821000
A-202511,Skovvej 219,563063.62,6247466.07,residential,24047000
A-201608,Skovvej 163,610764.20,6155843.20,industrial,23273000
A-213506,Skovvej 206,527039.34,6086966.40,residential,36920000
A-201779,Stationsvej 217,500080.66,6110441.39,residential,32993000
A-209891,Moellevej 85,714355.62,6205908.55,public,2487000
A-213446,Aavej 228,569570.93,6134977.33,commercial,33170000
A-204887,Moellevej 121,526112.85,6273062.72,public,31683000
A-200441,Noerregade 117,695279.46,6139147.29,residential,32371000
A-210272,Havnegade 107,716068.80,6170959.38,public,36901000
A-200720,Aavej 55,501309.07,6213483.71,residential,5254000
A-203042,Engvej 216,585990.97,6255531.65,public,10511000
A-214850,Kirkevej 13,686253.06,6163780.66,residential,41420000
A-207464,Stationsvej 116,709463.83,6176299.52,residential,20579000
A-203234,Vestergade 37,490591.32,6297650.48,industrial,32127000
A-202265,Engvej 19,487763.89,6240330.50,public,40174000
A-200903,Engvej 30,566460.65,6229926.25,residential,34760000
A-206507,Egevej 76,704347.23,6197530.33,residential,36061000
A-209750,Noerregade 161,581482.48,6258618.13,public,5735000
A-203639,Strandvej 106,705489.52,6196801.60,agricultural,9857000
A-208877,Engvej 131,648452.03,6123612.88,residential,21271000
A-201923,Birkevej 133,591635.79,6311641.11,agricultural,22594000
A-205064,Lindevej 33,563363.08,6235962.58,public,30767000
A-210572,Aavej 140,703710.12,6193554.14,residential,29476000
A-209735,Aavej 53,495571.67,6127868.52,residential,9379000
A-207911,Vestergade 132,483223.11,6288791.52,commercial,36624000
A-209315,Noerregade 97,590079.82,6332081.90,agricultural,26781000
A-205187,Soendergade 210,597954.43,6141298.11,residential,27570000
A-205607,Havnegade 116,475371.91,6102113.96,public,33408000
A-205040,Toftevej 2,537307.19,6221046.53,public,4028000
A-211466,Skovvej 186,562174.43,6192668.74,industrial,2902000
A-203363,Stationsvej 56,712481.36,6186342.99,residential,26413000
A-201941,Engvej 66,555774.61,6227945.67,agricultural,35999000
A-213353,Birkevej 52,573246.45,6223477.01,residential,6174000
A-214148,Egevej 95,711861.35,6193942.46,residential,13601000
A-202016,Birkevej 82,651757.61,6175413.56,commercial,35285000
A-209531,Engvej 116,705515.41,6172545.57,commercial,28320000
A-211349,Birkevej 93,729294.64,6173992.78,commercial,11419000
A-210863,Lindevej 147,706238.53,6166567.84,public,30211000
A-212420,Egevej 176,505452.48,6285874.31,industrial,9574000
A-212816,Bakkevej 117,548901.62,6202787.31,agricultural,28494000
A-209330,Stationsvej 210,553770.73,6212381.83,residential,40215000
A-200429,Lindevej 130,527750.36,6365197.44,public,31395000
A-211253,Vestergade 112,704732.89,6206349.83,residential,23294000
A-214661,Toftevej 179,690837.51,6125327.11,agricultural,18410000
A-208352,Kirkevej 178,551637.96,6329574.65,residential,1775000
A-208541,Lindevej 222,718754.58,6168368.77,public,3146000
A-202136,Havnegade 144,562006.15,6219876.39,agricultural,16259000
A-210530,Toftevej 193,542057.16,6238406.86,residential,26325000
A-208301,Bakkevej 9,713653.85,6191366.69,public,22094000
A-211808,Egevej 46,578555.67,6216171.45,residential,18472000
A-210251,Soendergade 164,550700.46,6342735.19,industrial,41939000
A-212843,Engvej 233,701999.00,6195245.77,commercial,17865000
A-213560,Aavej 188,540692.14,6382656.67,commercial,24613000
A-209939,Engvej 15,721483.26,6172314.15,agricultural,1013000
A-210020,Skovvej 104,593529.77,6156580.69,residential,13100000
A-211412,Stationsvej 215,697689.13,6198512.11,residential,19046000
A-201995,Lindevej 41,592985.16,6140550.97,residential,32472000
A-200237,Lindevej 131,582110.75,6247069.23,residential,32137000
A-202319,Stationsvej 137,546780.39,6193955.74,residential,10783000
A-214721,Bakkevej 160,679750.25,6149987.62,commercial,22427000
A-200519,Havnegade 110,697946.77,6191812.69,public,31555000
A-205835,Vestergade 16,580973.97,6159486.34,residential,34151000
A-210581,Kirkevej 65,577534.64,6357878.07,industrial,3686000
A-209258,Lindevej 83,704405.51,6181545.74,commercial,29241000
A-212612,Bakkevej 114,609356.63,6142686.14,residential,39735000
A-209996,Egevej 191,563486.04,6191892.38,commercial,20410000
A-212684,Birkevej 100,716263.34,6168353.82,commercial,34909000
A-208628,Strandvej 121,588285.09,6127360.54,public,15925000
A-205421,Vestergade 102,715832.66,6190358.95,commercial,29980000
A-205016,Engvej 185,703041.13,6185275.90,public,4694000
A-202493,Birkevej 201,707768.09,6173573.36,industrial,7126000
A-208397,Aavej 80,720637.16,6185729.31,agricultural,4366000
A-208970,Skovvej 165,721650.82,6208980.56,agricultural,6721000
A-209237,Havnegade 132,654059.32,6126109.43,residential,34654000
A-203342,Stationsvej 95,523070.61,6254432.05,commercial,9129000
A-206933,Soendergade 114,675349.99,6183741.31,public,13278000
A-208547,Bakkevej 8,727935.69,6172660.92,agricultural,12906000
A-203981,Vestergade 158,599163.80,6164393.29,industrial,15537000
A-203987,Vestergade 62,577417.65,6146565.45,residential,13940000
A-202907,Lindevej 237,670951.97,6117595.32,commercial,39221000
A-211865,Stationsvej 71,650935.01,6170683.20,industrial,32134000
A-206939,Moellevej 196,718949.93,6174614.36,public,35250000
A-209780,Toftevej 4,542784.90,6349495.71,residential,11786000
A-210500,Kirkevej 143,700309.51,6146258.79,public,33796000
A-207524,Skovvej 194,564385.77,6236983.08,commercial,10021000
A-214427,Engvej 40,666338.29,6125934.32,residential,17406000
A-210344,Vestergade 201,726524.87,6168011.35,residential,1391000
A-205658,Kirkevej 29,556634.70,6225111.83,agricultural,11750000
A-212915,Engvej 27,552245.78,6145243.60,industrial,40147000
A-214190,Bakkevej 139,717031.93,6205728.44,residential,26411000
A-206918,Moellevej 225,700985.47,6135138.15,agricultural,31192000
A-209921,Noerregade 49,710275.25,6193285.13,agricultural,29416000
A-209978,Noerregade 45,520034.75,6132056.35,agricultural,2275000
A-211382,Egevej 118,526571.38,6250944.56,residential,36937000
A-204995,Stationsvej 4,720424.70,6200183.42,residential,14285000
A-206039,Engvej 16,702691.00,6191648.01,agricultural,9146000
A-204383,Havnegade 17,632539.76,6168883.95,industrial,38699000
A-203231,Bakkevej 192,686177.18,6158523.15,commercial,35383000
A-207893,Birkevej 46,694418.11,6186837.08,commercial,39926000
A-209204,Aavej 99,578111.43,6339452.26,industrial,27949000
A-201356,Soendergade 87,561887.27,6211471.00,residential,5458000
A-204632,Moellevej 51,486893.00,6256230.03,agricultural,29958000
A-207779,Kirkevej 172,706473.84,6214206.50,residential,4905000
A-203279,Kirkevej 123,702809.14,6193512.11,agricultural,31708000
A-202313,Skovvej 11,719027.01,6183777.73,public,2775000
A-209882,Egevej 216,704932.35,6202702.65,industrial,41734000
A-208259,Engvej 203,555250.60,6232054.30,residential,33044000
A-209069,Stationsvej 40,609102.06,6161105.67,public,14452000
A-202640,Vestergade 158,473923.67,6106605.93,residential,10782000
A-202169,Moellevej 6,727154.63,6172513.69,agricultural,23916000
A-207341,Skovvej 148,716511.82,6167788.27,public,22019000
A-206981,Engvej 95,726735.24,6178912.19,agricultural,19174000
A-205100,Skovvej 90,557988.64,6216234.34,residential,22370000
A-200126,Toftevej 108,709769.44,6195276.40,residential,20095000
A-203330,Lindevej 217,561740.01,6242894.04,commercial,30787000
A-200825,Engvej 33,717974.51,6180534.87,residential,29649000
A-204569,Bakkevej 133,557183.08,6109929.92,residential,20921000
A-210995,Birkevej 178,507427.53,6085023.44,industrial,25843000
A-203144,Egevej 238,531986.21,6215009.16,residential,20143000
A-212528,Soendergade 181,574815.82,6236140.39,residential,16313000
A-202949,Skovvej 200,560007.08,6261504.41,residential,38868000
A-212765,Egevej 15,671754.54,6170816.70,residential,8543000
A-200987,Vestergade 217,605579.67,6152974.52,residential,36237000
A-205433,Soendergade 12,603978.27,6102589.50,residential,30130000
A-205994,Engvej 167,717691.83,6214929.96,industrial,17465000
A-213491,Moellevej 73,542875.63,6173285.78,residential,27462000
A-204701,Stationsvej 19,537766.43,6230548.42,residential,27385000
A-201218,Toftevej 178,586061.36,6348100.91,residential,8921000
A-206294,Strandvej 49,668103.54,6134808.28,public,8678000
A-204776,Lindevej 1,678083.60,6151533.36,public,10362000
A-212795,Birkevej 116,553331.83,6250543.33,residential,26396000
A-208751,Soendergade 117,678050.37,6183327.80,commercial,19516000
A-204893,Lindevej 90,527158.48,6297566.61,commercial,18410000
A-207179,Toftevej 17,574310.23,6111884.18,commercial,16283000
A-212198,Lindevej 153,471772.65,6093692.26,commercial,19648000
A-204326,Moellevej 159,603402.12,6096555.26,commercial,7663000
A-207728,Bakkevej 210,704361.30,6128961.42,residential,8902000
A-204620,Aavej 224,571992.57,6100787.78,residential,29271000
A-201710,Skovvej 226,635374.28,6147155.42,residential,2311000
A-201140,Toftevej 83,546543.75,6372260.50,residential,19855000
A-204008,Vestergade 216,556010.31,6132009.23,residential,17336000
A-206489,Havnegade 170,562827.90,6231429.22,residential,3209000
A-203819,Vestergade 203,602187.47,6121594.43,residential,681000
A-200414,Engvej 79,578682.19,6314371.97,residential,34220000
A-212651,Stationsvej 151,590789.06,6344492.05,residential,18355000
A-204464,Soendergade 3,575606.97,6244780.88,agricultural,13474000
A-207344,Aavej 99,713724.83,6169593.64,agricultural,25198000
A-206963,Lindevej 185,707902.92,6181292.45,residential,37720000
A-210227,Stationsvej 195,562514.42,6194921.88,residential,31076000
A-208904,Kirkevej 135,530882.14,6240295.35,residential,2423000
A-205298,Toftevej 61,548280.00,6273072.98,agricultural,6311000
A-202994,Vestergade 143,710197.71,6192656.01,residential,15479000
A-203339,Noerregade 124,586117.40,6198927.34,commercial,7037000
A-208784,Aavej 203,585876.97,6215769.47,public,29617000
A-211241,Stationsvej 235,713477.12,6208615.35,residential,33181000
A-212153,Toftevej 77,527916.41,6258040.08,residential,23144000
A-209615,Engvej 13,485060.73,6183325.46,agricultural,8039000
A-203780,Stationsvej 73,560579.46,6236739.66,residential,17900000
A-208625,Engvej 16,639050.24,6160237.53,agricultural,24112000
A-211133,Kirkevej 15,531810.69,6220477.48,industrial,16444000
A-209192,Strandvej 89,570503.21,6191911.41,residential,1972000
A-213674,Strandvej 92,683992.48,6151989.96,agricultural,41744000
A-206171,Havnegade 136,716381.81,6201795.06,agricultural,37837000
A-205589,Aavej 8,550905.64,6095123.31,agricultural,36011000
A-210509,Skovvej 216,497038.19,6201718.96,residential,13192000
