station_id,observed_at,precip_mm,temp_c
DK1560,2026-01-23T11:00:00Z,3.6,-1.8
DK1147,2026-03-16T05:00:00Z,0.0,2.7
DK1105,2026-02-09T23:00:00Z,0.0,-2.4
DK1245,2025-02-22T11:00:00Z,7.8,2.4
DK1119,2025-07-04T23:00:00Z,0.7,13.0
DK1231,2025-07-17T05:00:00Z,5.7,15.9
DK1385,2025-06-14T11:00:00Z,0.0,19.5
DK1098,2026-05-24T05:00:00Z,0.0,9.9
DK1203,2025-05-21T23:00:00Z,0.0,11.0
DK1448,2025-07-02T05:00:00Z,1.5,18.3
DK1742,2026-05-28T17:00:00Z,0.0,17.4
DK1406,2025-05-02T23:00:00Z,0.0,10.2
DK1133,2025-09-15T11:00:00Z,0.0,17.7
DK1546,2025-09-16T05:00:00Z,-999.0,11.1
DK1315,2025-01-20T23:00:00Z,1.9,3.0
DK1294,2025-08-06T11:00:00Z,0.3,15.1
DK1119,2026-01-26T05:00:00Z,1.5,-4.2
DK1798,2026-03-11T11:00:00Z,2.3,3.7
DK1616,2026-01-16T05:00:00Z,0.0,-2.4
DK1021,2025-10-05T17:00:00Z,0.0,11.8
DK1385,2026-03-07T05:00:00Z,0.0,-0.8
DK1315,2025-11-05T17:00:00Z,0.0,4.9
DK1385,2025-06-09T23:00:00Z,0.0,13.1
DK1203,2026-04-13T05:00:00Z,0.0,6.6
DK1280,2025-09-21T11:00:00Z,0.0,14.3
DK1581,2025-11-11T11:00:00Z,0.0,7.0
DK1553,2025-12-27T23:00:00Z,0.0,-5.0
DK1448,2025-03-22T23:00:00Z,0.0,6.4
DK1014,2025-05-02T11:00:00Z,0.0,14.0
DK1301,2025-06-23T23:00:00Z,0.0,9.1
DK1399,2025-01-10T11:00:00Z,0.0,2.5
DK1238,2026-03-11T23:00:00Z,0.0,3.1
DK1210,2025-04-30T17:00:00Z,0.7,9.6
DK1007,2025-10-25T05:00:00Z,0.0,4.0
DK1623,2026-04-06T05:00:00Z,26.2,8.1
DK1245,2025-05-07T17:00:00Z,1.4,7.8
DK1259,2026-04-08T23:00:00Z,5.1,3.9
DK1000,2026-06-06T17:00:00Z,2.2,15.2
DK1189,2025-12-30T23:00:00Z,0.0,0.7
DK1161,2025-04-02T05:00:00Z,0.0,2.8
DK1616,2026-01-08T05:00:00Z,0.0,4.8
DK1672,2026-05-12T23:00:00Z,0.4,12.7
DK1441,2025-02-01T23:00:00Z,0.0,-4.6
DK1098,2025-03-16T11:00:00Z,0.0,5.3
DK1511,2025-07-03T17:00:00Z,0.0,15.2
DK1749,2025-06-30T11:00:00Z,0.0,20.6
DK1721,2025-03-29T17:00:00Z,3.6,4.0
DK1399,2025-09-15T23:00:00Z,-999.0,15.0
DK1637,2026-05-18T05:00:00Z,0.0,16.0
DK1637,2025-12-04T05:00:00Z,0.0,4.1
DK1826,2025-03-28T17:00:00Z,0.0,7.7
DK1350,2025-09-07T11:00:00Z,0.0,18.3
DK1742,2026-02-28T17:00:00Z,0.0,3.7
DK1420,2026-05-03T23:00:00Z,0.0,10.9
DK1336,2026-03-15T17:00:00Z,0.1,2.2
DK1231,2025-12-25T05:00:00Z,4.2,-3.5
DK1413,2025-10-10T05:00:00Z,0.0,4.5
DK1504,2026-01-20T23:00:00Z,0.0,-2.9
DK1154,2025-01-28T17:00:00Z,0.0,4.1
DK1063,2025-02-18T23:00:00Z,0.7,0.0
DK1168,2026-01-06T05:00:00Z,0.0,-0.0
DK1609,2025-01-19T17:00:00Z,0.0,0.1
DK1539,2025-12-13T23:00:00Z,27.6,2.3
DK1350,2025-04-27T17:00:00Z,0.0,10.8
DK1791,2025-04-04T17:00:00Z,0.0,6.3
DK1406,2026-06-06T17:00:00Z,0.0,14.7
DK1133,2026-05-24T11:00:00Z,0.0,15.5
DK1077,2025-04-15T17:00:00Z,2.0,9.8
DK1665,2026-05-26T11:00:00Z,0.0,9.3
DK1189,2025-03-19T23:00:00Z,2.1,1.0
DK1623,2025-02-03T05:00:00Z,7.6,3.1
DK1196,2026-03-01T05:00:00Z,1.0,-0.2
DK1252,2026-01-04T05:00:00Z,0.0,-0.7
DK1448,2025-08-13T05:00:00Z,0.0,16.8
DK1441,2025-02-21T17:00:00Z,0.0,4.9
DK1063,2025-10-13T23:00:00Z,0.0,7.5
DK1322,2026-06-26T11:00:00Z,0.0,17.9
DK1679,2026-02-05T17:00:00Z,0.0,0.9
DK1350,2025-08-07T05:00:00Z,0.0,17.3
DK1798,2025-02-08T05:00:00Z,0.0,3.3
DK1525,2025-09-25T11:00:00Z,0.0,14.8
DK1665,2025-01-30T05:00:00Z,0.0,2.6
DK1441,2026-03-23T05:00:00Z,1.8,2.2
DK1770,2026-04-04T23:00:00Z,0.0,0.8
DK1364,2026-01-29T23:00:00Z,1.0,-3.6
DK1175,2025-04-14T05:00:00Z,-999.0,1.4
DK1042,2025-08-31T05:00:00Z,0.0,18.3
DK1343,2026-04-11T17:00:00Z,0.0,11.0
DK1308,2025-01-28T05:00:00Z,3.0,0.6
DK1392,2026-02-19T17:00:00Z,0.0,2.2
DK1630,2025-08-06T11:00:00Z,0.0,23.5
DK1700,2025-11-20T11:00:00Z,0.0,8.7
DK1574,2025-07-10T05:00:00Z,0.1,17.3
DK1602,2025-11-19T17:00:00Z,0.0,-1.6
DK1280,2026-04-21T23:00:00Z,0.0,7.6
DK1791,2025-10-09T05:00:00Z,4.0,9.3
DK1658,2025-11-07T23:00:00Z,0.0,4.5
DK1427,2025-11-01T11:00:00Z,0.0,9.8
DK1140,2025-12-15T05:00:00Z,0.0,1.0
DK1049,2025-10-02T05:00:00Z,-999.0,9.9
DK1455,2026-03-16T23:00:00Z,0.0,-2.0
DK1567,2025-04-05T17:00:00Z,0.0,4.9
DK1392,2025-09-12T23:00:00Z,2.0,12.3
DK1413,2025-01-15T23:00:00Z,0.0,-2.3
DK1686,2025-06-20T23:00:00Z,20.7,14.6
DK1077,2026-06-19T23:00:00Z,6.7,13.6
DK1672,2025-03-02T17:00:00Z,0.0,-2.1
DK1245,2025-01-17T11:00:00Z,0.0,1.2
DK1476,2026-04-03T11:00:00Z,0.0,8.7
DK1791,2025-07-23T23:00:00Z,0.0,14.3
DK1406,2025-07-15T11:00:00Z,0.0,20.1
DK1140,2025-10-11T17:00:00Z,0.0,8.0
DK1028,2025-05-16T11:00:00Z,0.0,15.0
DK1259,2025-04-22T05:00:00Z,0.2,7.4
DK1469,2025-11-03T17:00:00Z,0.0,4.0
DK1658,2026-06-09T23:00:00Z,0.0,12.6
DK1651,2025-09-28T23:00:00Z,0.0,6.0
DK1707,2025-06-27T11:00:00Z,14.5,18.1
DK1693,2026-06-06T17:00:00Z,0.0,11.6
DK1518,2026-01-15T11:00:00Z,0.0,1.4
DK1693,2025-03-18T05:00:00Z,0.3,7.7
DK1322,2026-05-14T23:00:00Z,0.0,10.1
DK1091,2026-01-26T23:00:00Z,0.0,1.7
DK1308,2025-06-11T23:00:00Z,0.0,16.0
DK1581,2026-01-10T05:00:00Z,0.0,-4.8
DK1329,2025-03-12T17:00:00Z,0.0,5.7
DK1455,2026-06-20T23:00:00Z,0.0,13.2
DK1252,2026-06-29T11:00:00Z,0.0,13.4
DK1364,2025-09-29T23:00:00Z,0.0,8.3
DK1595,2025-08-02T11:00:00Z,0.0,18.6
DK1280,2025-07-04T05:00:00Z,0.0,14.0
DK1623,2025-06-13T11:00:00Z,0.0,24.1
DK1217,2025-11-04T11:00:00Z,1.0,8.8
DK1728,2026-06-28T17:00:00Z,0.4,11.6
DK1826,2025-05-23T17:00:00Z,0.1,9.9
DK1217,2025-06-23T05:00:00Z,2.9,12.7
DK1308,2025-10-24T23:00:00Z,0.0,10.1
DK1686,2025-09-15T05:00:00Z,0.0,11.1
DK1336,2026-04-29T11:00:00Z,0.0,11.9
DK1154,2025-05-10T11:00:00Z,0.0,14.7
DK1679,2025-02-28T17:00:00Z,0.5,1.5
DK1735,2025-07-22T11:00:00Z,0.0,15.3
DK1476,2025-09-06T11:00:00Z,7.4,8.9
DK1392,2025-12-02T23:00:00Z,2.5,1.8
DK1777,2025-07-11T11:00:00Z,11.5,20.2
DK1693,2026-03-14T11:00:00Z,0.0,4.4
DK1294,2025-02-08T17:00:00Z,3.5,0.9
DK1623,2025-08-10T05:00:00Z,0.0,13.9
DK1273,2026-03-10T05:00:00Z,0.0,-2.3
DK1707,2026-03-21T23:00:00Z,9.8,-1.0
DK1063,2026-01-06T23:00:00Z,0.0,5.8
DK1770,2025-02-25T05:00:00Z,1.8,1.6
DK1329,2026-05-21T11:00:00Z,0.0,18.5
DK1798,2025-07-20T23:00:00Z,0.0,17.3
DK1616,2026-04-26T23:00:00Z,15.1,8.8
DK1497,2025-11-07T11:00:00Z,9.3,10.7
DK1609,2026-04-05T17:00:00Z,0.2,8.7
DK1035,2025-01-31T17:00:00Z,1.7,-1.9
DK1448,2026-01-21T23:00:00Z,0.2,-3.5
DK1392,2026-02-14T23:00:00Z,2.5,0.2
DK1196,2026-02-27T17:00:00Z,0.0,3.4
DK1623,2026-05-10T11:00:00Z,0.7,10.7
DK1595,2025-05-26T11:00:00Z,0.5,15.5
DK1763,2025-08-23T05:00:00Z,0.9,14.1
DK1539,2025-05-11T23:00:00Z,0.1,12.8
DK1308,2025-08-21T05:00:00Z,0.0,19.4
DK1021,2026-01-14T17:00:00Z,0.0,-1.5
DK1497,2025-08-02T23:00:00Z,0.0,15.0
DK1623,2025-09-06T11:00:00Z,0.0,19.1
DK1700,2025-04-24T17:00:00Z,0.0,12.7
DK1014,2025-04-02T11:00:00Z,0.0,8.6
DK1364,2025-05-01T11:00:00Z,0.0,11.6
DK1049,2026-05-21T11:00:00Z,2.2,15.6
DK1504,2025-08-16T05:00:00Z,0.0,14.3
DK1819,2025-06-09T17:00:00Z,0.0,16.6
DK1203,2026-05-20T17:00:00Z,0.0,13.6
DK1560,2026-01-17T11:00:00Z,0.0,0.5
DK1679,2026-02-19T11:00:00Z,0.0,1.1
DK1567,2026-02-21T23:00:00Z,2.4,-1.0
DK1217,2026-05-13T23:00:00Z,0.0,10.9
DK1154,2025-03-16T23:00:00Z,1.2,0.3
DK1413,2025-11-25T23:00:00Z,0.0,2.8
DK1651,2026-03-22T11:00:00Z,0.0,2.5
DK1763,2026-06-07T17:00:00Z,0.0,14.9
DK1441,2025-07-17T17:00:00Z,0.0,17.7
DK1518,2026-04-26T11:00:00Z,0.0,10.1
DK1007,2025-12-16T11:00:00Z,3.8,1.1
DK1497,2026-02-23T11:00:00Z,0.0,3.9
DK1826,2025-04-26T11:00:00Z,0.9,12.2
DK1147,2025-01-16T23:00:00Z,0.0,0.1
DK1483,2025-01-23T11:00:00Z,-999.0,3.7
DK1014,2025-02-19T17:00:00Z,2.1,-2.9
DK1224,2025-01-16T23:00:00Z,0.0,-1.7
DK1784,2026-03-06T05:00:00Z,0.3,1.8
DK1826,2025-06-08T23:00:00Z,0.0,7.6
DK1063,2026-06-02T11:00:00Z,0.0,18.0
DK1532,2026-06-16T11:00:00Z,0.0,21.3
DK1637,2025-05-17T17:00:00Z,0.8,11.2
DK1784,2026-04-19T05:00:00Z,2.1,8.4
DK1770,2026-03-19T17:00:00Z,0.0,6.3
DK1763,2025-05-16T17:00:00Z,0.0,12.3
DK1378,2025-11-04T17:00:00Z,0.9,5.6
DK1119,2025-07-21T05:00:00Z,0.8,15.9
DK1756,2025-05-09T05:00:00Z,0.0,8.6
DK1672,2025-09-06T11:00:00Z,0.0,14.5
DK1238,2026-03-24T11:00:00Z,0.0,3.2
DK1084,2025-03-29T17:00:00Z,0.0,0.3
DK1077,2026-05-06T17:00:00Z,0.0,10.7
DK1805,2025-11-24T17:00:00Z,0.0,1.0
DK1119,2025-12-05T17:00:00Z,2.2,6.3
DK1161,2026-01-11T11:00:00Z,5.3,0.2
DK1609,2025-10-06T05:00:00Z,0.0,6.6
DK1644,2025-05-09T23:00:00Z,0.0,6.7
DK1560,2025-06-08T17:00:00Z,0.0,18.3
DK1735,2026-05-21T05:00:00Z,0.0,12.7
DK1357,2025-07-08T17:00:00Z,3.7,14.9
DK1280,2026-06-22T17:00:00Z,-999.0,18.6
DK1616,2026-05-01T05:00:00Z,6.2,12.4
DK1154,2025-10-09T05:00:00Z,5.3,7.4
DK1287,2026-05-10T05:00:00Z,0.0,13.9
DK1833,2025-11-22T23:00:00Z,13.2,-0.5
DK1266,2025-01-06T05:00:00Z,1.7,-2.2
DK1112,2026-01-14T11:00:00Z,14.5,-0.2
DK1532,2025-11-07T05:00:00Z,0.0,4.3
DK1280,2026-02-01T11:00:00Z,0.0,4.5
DK1658,2025-01-21T11:00:00Z,0.0,0.5
DK1553,2026-03-03T23:00:00Z,-999.0,2.8
DK1406,2026-05-19T23:00:00Z,0.0,8.3
DK1770,2025-06-03T05:00:00Z,-999.0,14.0
DK1532,2025-10-08T05:00:00Z,2.6,2.9
DK1763,2026-04-16T23:00:00Z,5.4,3.9
DK1791,2026-01-31T23:00:00Z,0.0,-3.2
DK1385,2026-03-14T17:00:00Z,2.6,2.8
DK1203,2025-09-22T17:00:00Z,0.0,13.7
DK1728,2025-04-24T17:00:00Z,0.1,3.6
DK1399,2025-09-21T17:00:00Z,0.0,14.0
DK1609,2025-10-21T05:00:00Z,18.4,8.9
DK1014,2026-04-28T23:00:00Z,0.0,4.5
DK1077,2025-01-11T11:00:00Z,0.7,2.6
DK1833,2026-02-13T23:00:00Z,0.0,-3.2
DK1595,2025-12-25T17:00:00Z,0.0,2.0
DK1756,2026-05-19T11:00:00Z,0.0,19.0
DK1196,2025-07-06T17:00:00Z,0.9,21.8
DK1539,2025-02-23T05:00:00Z,0.0,-3.0
DK1504,2025-01-31T23:00:00Z,0.0,-2.6
DK1665,2025-08-17T05:00:00Z,0.0,14.3
DK1588,2025-11-10T23:00:00Z,0.0,1.6
DK1189,2025-04-21T11:00:00Z,1.7,14.1
DK1616,2025-08-26T11:00:00Z,0.0,19.4
DK1322,2025-04-23T17:00:00Z,0.0,8.0
DK1119,2025-09-06T05:00:00Z,0.0,11.2
DK1469,2025-04-03T11:00:00Z,0.0,5.9
DK1490,2025-05-10T23:00:00Z,0.0,11.4
DK1616,2025-03-25T05:00:00Z,0.0,5.2
DK1161,2026-01-10T05:00:00Z,2.0,-0.4
DK1693,2026-03-13T23:00:00Z,0.7,-1.3
DK1700,2025-02-05T11:00:00Z,0.0,-1.0
DK1560,2026-04-15T23:00:00Z,0.0,6.0
DK1546,2025-05-19T11:00:00Z,0.0,12.3
DK1385,2025-09-17T11:00:00Z,0.0,14.0
DK1651,2026-05-24T11:00:00Z,14.8,20.3
DK1252,2025-01-29T11:00:00Z,0.0,3.9
DK1490,2026-03-12T23:00:00Z,0.0,2.6
DK1133,2025-01-07T05:00:00Z,0.0,1.6
DK1427,2025-11-13T05:00:00Z,2.4,7.0
DK1350,2026-03-14T23:00:00Z,1.8,-3.1
DK1140,2026-05-07T11:00:00Z,3.3,10.0
DK1700,2026-01-13T23:00:00Z,3.5,-4.5
DK1343,2025-11-11T23:00:00Z,0.0,1.9
DK1756,2025-10-06T23:00:00Z,-999.0,7.8
DK1721,2025-05-14T05:00:00Z,0.0,9.2
DK1329,2026-03-10T17:00:00Z,22.5,4.4
DK1812,2025-10-23T17:00:00Z,0.0,14.3
DK1336,2025-10-04T11:00:00Z,0.0,9.4
DK1574,2025-03-20T05:00:00Z,0.0,2.8
DK1105,2025-05-10T23:00:00Z,0.0,9.8
DK1315,2026-03-31T23:00:00Z,0.0,3.5
DK1707,2026-01-18T11:00:00Z,4.3,-4.5
DK1595,2025-03-20T17:00:00Z,-999.0,0.9
DK1581,2026-06-04T23:00:00Z,0.0,13.7
DK1378,2025-04-18T23:00:00Z,0.5,7.5
DK1322,2025-06-05T11:00:00Z,0.0,16.8
DK1511,2025-12-01T05:00:00Z,0.0,1.5
DK1455,2025-05-05T23:00:00Z,0.0,5.8
DK1000,2025-03-13T11:00:00Z,1.6,3.7
DK1672,2026-03-23T05:00:00Z,2.1,3.3
DK1469,2026-01-27T23:00:00Z,0.0,-0.9
DK1406,2025-01-01T23:00:00Z,0.0,-4.2
DK1546,2025-07-29T11:00:00Z,0.0,22.2
DK1826,2025-07-28T05:00:00Z,0.7,13.7
DK1329,2025-07-10T17:00:00Z,0.0,15.8
DK1049,2025-03-01T17:00:00Z,0.0,3.3
DK1721,2026-06-28T23:00:00Z,0.3,12.8
DK1805,2025-11-25T23:00:00Z,0.0,4.5
DK1826,2025-06-17T23:00:00Z,1.9,11.7
DK1007,2025-08-12T05:00:00Z,0.0,12.7
DK1035,2025-07-16T17:00:00Z,0.7,19.7
DK1770,2025-12-28T17:00:00Z,0.0,1.4
DK1119,2025-09-17T23:00:00Z,3.3,10.5
DK1630,2025-10-20T11:00:00Z,0.0,12.8
DK1651,2025-03-11T17:00:00Z,18.6,0.7
DK1784,2026-05-05T11:00:00Z,0.0,15.5
DK1826,2026-06-07T23:00:00Z,21.4,15.8
DK1511,2026-01-26T17:00:00Z,0.8,-4.8
DK1686,2025-11-29T11:00:00Z,4.3,2.0
DK1224,2026-06-13T05:00:00Z,0.0,16.5
DK1637,2026-04-24T17:00:00Z,0.0,11.1
DK1119,2025-10-15T11:00:00Z,0.0,8.5
DK1231,2026-02-13T11:00:00Z,0.3,4.8
DK1504,2026-03-23T23:00:00Z,16.0,5.9
DK1539,2025-07-19T11:00:00Z,0.0,15.8
DK1833,2026-03-11T17:00:00Z,0.3,6.9
DK1014,2025-11-27T17:00:00Z,5.3,0.4
DK1343,2025-06-05T17:00:00Z,0.0,16.0
DK1203,2025-04-14T23:00:00Z,0.0,7.0
DK1490,2026-05-16T17:00:00Z,0.7,13.2
DK1084,2025-12-30T23:00:00Z,0.5,2.6
DK1637,2025-05-22T23:00:00Z,0.4,10.6
DK1812,2025-03-20T23:00:00Z,0.0,0.3
DK1672,2025-10-08T23:00:00Z,-999.0,12.6
DK1245,2025-03-29T23:00:00Z,0.4,6.1
DK1273,2025-09-01T17:00:00Z,0.0,14.2
DK1280,2025-10-08T05:00:00Z,0.0,11.7
DK1833,2025-12-09T05:00:00Z,0.0,2.5
DK1462,2025-03-17T17:00:00Z,0.8,5.6
DK1378,2026-02-10T23:00:00Z,0.0,-0.2
DK1273,2026-02-11T11:00:00Z,0.0,0.9
DK1343,2026-02-24T23:00:00Z,4.5,-3.3
DK1462,2026-02-18T11:00:00Z,0.0,0.1
DK1294,2025-10-15T17:00:00Z,0.0,10.6
DK1000,2025-02-09T23:00:00Z,0.7,-0.5
DK1707,2025-12-05T23:00:00Z,0.0,-2.6
DK1693,2026-04-15T17:00:00Z,0.0,9.0
DK1532,2026-06-15T11:00:00Z,2.5,22.4
DK1063,2025-09-21T23:00:00Z,0.0,9.7
DK1364,2025-10-25T11:00:00Z,8.4,11.7
DK1224,2025-09-01T17:00:00Z,0.0,13.4
DK1490,2025-03-03T05:00:00Z,0.0,-2.7
DK1679,2025-05-06T05:00:00Z,0.0,9.2
DK1392,2025-12-22T05:00:00Z,0.0,1.9
DK1539,2025-12-26T05:00:00Z,0.0,2.1
DK1798,2026-02-13T23:00:00Z,12.7,-1.3
DK1434,2026-04-16T11:00:00Z,0.0,10.1
DK1252,2026-04-26T05:00:00Z,0.0,11.5
DK1203,2025-07-06T05:00:00Z,0.0,16.1
DK1098,2025-11-19T05:00:00Z,3.2,3.3
DK1441,2025-07-26T11:00:00Z,0.0,18.3
DK1707,2025-12-24T05:00:00Z,9.7,-1.8
DK1133,2026-01-18T05:00:00Z,0.0,-5.5
DK1154,2025-03-06T05:00:00Z,0.0,3.1
DK1735,2025-01-01T17:00:00Z,0.0,-3.1
DK1210,2026-04-03T23:00:00Z,0.0,2.7
DK1343,2025-09-14T11:00:00Z,3.6,17.2
DK1651,2025-09-18T05:00:00Z,3.2,9.8
DK1616,2025-11-19T05:00:00Z,2.0,2.7
DK1812,2026-01-14T11:00:00Z,0.6,2.2
DK1462,2026-06-13T23:00:00Z,-999.0,10.9
DK1728,2025-11-18T17:00:00Z,0.0,3.1
DK1735,2025-08-15T23:00:00Z,0.0,12.6
DK1357,2025-11-18T17:00:00Z,0.0,5.7
DK1490,2026-06-09T11:00:00Z,1.1,15.4
DK1434,2025-02-11T17:00:00Z,0.0,4.3
DK1553,2025-09-07T17:00:00Z,0.0,17.4
DK1441,2026-05-07T05:00:00Z,1.5,8.5
DK1392,2025-08-27T17:00:00Z,0.0,17.1
DK1385,2026-01-23T05:00:00Z,3.3,2.0
DK1287,2026-03-13T17:00:00Z,2.3,2.5
DK1133,2025-09-19T05:00:00Z,0.0,8.5
DK1231,2026-04-04T11:00:00Z,0.0,3.7
DK1112,2026-05-08T17:00:00Z,0.0,12.5
DK1315,2025-05-16T17:00:00Z,6.3,9.9
DK1525,2025-03-27T23:00:00Z,0.0,3.4
DK1574,2025-05-27T11:00:00Z,0.0,18.3
DK1791,2026-02-26T23:00:00Z,2.2,2.3
DK1364,2025-10-24T23:00:00Z,0.0,1.8
DK1455,2025-05-27T05:00:00Z,0.0,17.0
DK1007,2025-07-04T23:00:00Z,3.1,13.2
DK1455,2025-04-20T05:00:00Z,0.5,5.5
DK1567,2026-03-26T23:00:00Z,0.0,5.1
DK1056,2025-06-26T11:00:00Z,0.0,17.7
DK1777,2025-12-31T17:00:00Z,0.0,1.1
DK1126,2026-05-02T11:00:00Z,0.0,13.6
DK1238,2025-06-30T05:00:00Z,2.0,14.7
DK1203,2026-02-14T05:00:00Z,0.0,2.4
DK1182,2025-01-24T17:00:00Z,0.0,2.1
DK1196,2025-06-14T17:00:00Z,0.4,15.6
DK1091,2025-07-30T17:00:00Z,0.0,20.4
DK1581,2025-02-25T17:00:00Z,0.0,1.8
DK1462,2026-05-27T17:00:00Z,2.8,16.5
DK1294,2025-08-24T05:00:00Z,0.0,14.0
DK1763,2025-11-26T05:00:00Z,0.0,3.6
DK1595,2025-09-17T23:00:00Z,2.4,9.0
DK1133,2025-01-08T23:00:00Z,6.4,-1.5
DK1070,2026-02-15T23:00:00Z,0.0,-1.7
DK1049,2026-06-27T05:00:00Z,0.0,12.0
DK1280,2025-01-30T11:00:00Z,0.0,-0.1
DK1322,2025-10-23T05:00:00Z,0.0,6.7
DK1175,2026-03-16T05:00:00Z,0.0,1.8
DK1588,2025-01-14T11:00:00Z,0.0,-0.1
DK1434,2025-08-10T23:00:00Z,0.0,12.7
DK1546,2026-06-28T17:00:00Z,0.0,16.4
DK1469,2025-02-05T17:00:00Z,1.4,-2.2
DK1595,2026-06-17T05:00:00Z,0.0,15.6
DK1000,2025-07-23T11:00:00Z,0.0,20.1
DK1378,2025-04-10T23:00:00Z,0.0,5.4
DK1434,2025-11-11T05:00:00Z,6.6,3.6
DK1161,2026-06-17T11:00:00Z,0.0,17.7
DK1518,2026-01-25T17:00:00Z,0.9,-2.1
DK1049,2026-06-18T05:00:00Z,0.0,13.8
DK1728,2025-06-05T11:00:00Z,0.0,19.9
DK1525,2025-04-12T05:00:00Z,0.0,7.6
DK1000,2026-01-20T23:00:00Z,4.5,-0.2
DK1231,2026-06-30T05:00:00Z,0.0,14.1
DK1014,2025-07-13T05:00:00Z,1.6,15.0
DK1791,2025-02-28T05:00:00Z,0.0,3.4
DK1819,2025-04-08T11:00:00Z,0.0,12.7
DK1350,2026-03-19T23:00:00Z,7.2,-0.1
DK1413,2026-01-13T17:00:00Z,0.0,0.4
DK1182,2025-03-20T05:00:00Z,0.0,6.0
DK1427,2026-05-14T23:00:00Z,0.0,10.5
DK1455,2025-09-03T17:00:00Z,0.0,16.0
DK1742,2025-04-11T11:00:00Z,-999.0,12.5
DK1133,2025-07-14T11:00:00Z,0.2,20.4
DK1182,2026-04-30T23:00:00Z,1.8,10.5
DK1462,2026-02-26T23:00:00Z,0.0,1.5
DK1217,2025-01-08T05:00:00Z,0.0,1.0
DK1308,2026-05-30T17:00:00Z,0.0,17.5
DK1819,2026-06-09T23:00:00Z,-999.0,15.8
DK1623,2025-08-05T23:00:00Z,0.0,12.7
DK1196,2025-01-11T11:00:00Z,0.0,1.2
DK1518,2026-05-23T23:00:00Z,0.5,12.1
DK1021,2025-09-14T23:00:00Z,0.0,16.1
DK1224,2025-10-28T11:00:00Z,0.0,8.7
DK1546,2026-05-03T11:00:00Z,0.0,7.8
DK1490,2025-09-30T17:00:00Z,1.4,12.8
DK1476,2025-02-18T05:00:00Z,0.0,0.4
DK1133,2025-06-21T23:00:00Z,2.3,18.2
DK1371,2025-02-14T23:00:00Z,0.0,-0.8
DK1077,2026-06-04T17:00:00Z,0.6,18.4
DK1763,2025-02-23T11:00:00Z,0.0,2.4
DK1644,2025-09-25T05:00:00Z,0.0,12.6
DK1826,2025-03-25T11:00:00Z,0.0,1.6
DK1007,2025-07-18T23:00:00Z,0.0,17.3
DK1217,2025-10-02T17:00:00Z,0.0,12.4
DK1441,2025-05-30T11:00:00Z,0.8,16.3
DK1826,2025-06-28T23:00:00Z,0.0,12.0
DK1735,2026-03-10T11:00:00Z,0.0,6.8
DK1266,2025-08-13T23:00:00Z,1.1,14.3
DK1763,2026-05-14T17:00:00Z,0.0,11.0
DK1630,2025-10-12T23:00:00Z,0.0,7.7
DK1336,2025-04-03T11:00:00Z,0.0,8.9
DK1322,2026-02-22T05:00:00Z,5.0,-0.5
DK1035,2025-01-08T17:00:00Z,0.0,5.6
DK1644,2026-06-05T05:00:00Z,1.8,16.9
DK1497,2025-05-31T23:00:00Z,0.0,11.9
DK1693,2026-04-19T11:00:00Z,0.0,9.0
DK1630,2025-06-19T23:00:00Z,0.0,13.6
DK1259,2025-06-25T23:00:00Z,0.0,15.3
DK1574,2025-03-04T05:00:00Z,0.0,2.1
DK1210,2025-11-13T23:00:00Z,0.0,4.3
DK1189,2026-01-14T23:00:00Z,0.0,-5.4
DK1707,2025-01-18T17:00:00Z,0.0,-1.0
DK1140,2025-08-19T05:00:00Z,0.0,13.2
DK1574,2026-01-13T05:00:00Z,10.3,-2.2
DK1252,2025-09-15T17:00:00Z,0.0,13.2
DK1735,2025-07-09T11:00:00Z,0.0,18.6
DK1462,2025-08-15T23:00:00Z,1.0,11.8
DK1203,2025-12-25T05:00:00Z,0.0,0.7
DK1504,2026-04-25T17:00:00Z,3.2,9.7
DK1049,2025-07-19T23:00:00Z,0.0,14.6
DK1679,2026-05-10T05:00:00Z,0.0,10.2
DK1497,2025-03-11T17:00:00Z,0.8,1.4
DK1812,2025-06-21T05:00:00Z,14.3,13.6
DK1609,2025-08-05T17:00:00Z,2.8,16.3
DK1567,2025-05-19T17:00:00Z,0.0,14.1
DK1455,2025-07-10T23:00:00Z,0.0,21.2
DK1322,2025-01-01T17:00:00Z,0.0,2.7
DK1609,2025-10-11T23:00:00Z,0.0,11.4
DK1686,2025-09-27T05:00:00Z,0.7,13.4
DK1273,2025-08-21T05:00:00Z,7.5,12.4
DK1434,2025-01-17T17:00:00Z,30.6,-0.3
DK1441,2026-03-13T23:00:00Z,1.1,-0.7
DK1000,2025-10-25T17:00:00Z,0.0,3.8
DK1028,2026-06-06T23:00:00Z,0.0,10.7
DK1308,2026-02-06T23:00:00Z,0.0,-8.4
DK1350,2025-09-25T23:00:00Z,0.0,11.4
DK1434,2025-08-22T05:00:00Z,0.0,19.2
DK1266,2025-05-18T11:00:00Z,7.2,15.6
DK1609,2026-01-21T11:00:00Z,0.0,-1.4
DK1126,2025-11-13T17:00:00Z,0.0,7.4
DK1126,2026-06-13T17:00:00Z,3.8,19.0
DK1651,2025-10-08T11:00:00Z,-999.0,12.7
DK1063,2026-05-02T23:00:00Z,0.0,11.7
DK1182,2026-06-17T17:00:00Z,0.0,13.9
DK1399,2026-04-08T11:00:00Z,0.5,9.5
DK1700,2026-03-18T11:00:00Z,0.0,6.5
